Time,RSRP,RSRQ,MCS,CQI,Throughput,Delay
1.118,-161.785,-41.5573,0,0,9898.31,0.000118
1.119,-161.785,-41.5573,0,0,9898.31,0.000118
1.12,-161.785,-41.5573,0,0,9898.31,0.000118
1.121,-161.785,-41.5573,0,0,9898.31,0.000118
1.122,-161.785,-41.5573,0,0,9898.31,0.000118
1.123,-161.785,-41.5573,0,0,9898.31,0.000118
1.124,-161.785,-41.5573,0,0,9898.31,0.000118
1.125,-161.785,-41.5573,0,0,9898.31,0.000118
1.126,-161.785,-41.5573,0,0,9898.31,0.000118
1.127,-161.785,-41.5573,0,0,9898.31,0.000118
1.128,-161.785,-41.5573,0,0,9898.31,0.000118
1.129,-161.785,-41.5573,0,0,9898.31,0.000118
1.13,-161.785,-41.5573,0,0,9898.31,0.000118
1.131,-161.785,-41.5573,0,0,9898.31,0.000118
1.132,-161.785,-41.5573,0,0,9898.31,0.000118
1.133,-161.785,-41.5573,0,0,9898.31,0.000118
1.134,-161.785,-41.5573,0,0,9898.31,0.000118
1.135,-161.785,-41.5573,0,0,9898.31,0.000118
1.136,-161.785,-41.5573,0,0,9898.31,0.000118
1.137,-161.785,-41.5573,0,0,9898.31,0.000118
1.138,-161.785,-41.5573,0,0,9898.31,0.000118
1.139,-161.785,-41.5573,0,0,9898.31,0.000118
1.14,-161.785,-41.5573,0,0,9898.31,0.000118
1.141,-161.785,-41.5573,0,0,9898.31,0.000118
1.142,-161.785,-41.5573,0,0,9898.31,0.000118
1.143,-161.785,-41.5573,0,0,9898.31,0.000118
1.144,-161.785,-41.5573,0,0,9898.31,0.000118
1.145,-161.785,-41.5573,0,0,9898.31,0.000118
1.146,-161.785,-41.5573,0,0,9898.31,0.000118
1.147,-161.785,-41.5573,0,0,9898.31,0.000118
1.148,-161.785,-41.5573,0,0,9898.31,0.000118
1.149,-161.785,-41.5573,0,0,9898.31,0.000118
1.15,-161.785,-41.5573,0,0,9898.31,0.000118
1.151,-161.785,-41.5573,0,0,9898.31,0.000118
1.152,-161.785,-41.5573,0,0,9898.31,0.000118
1.153,-161.785,-41.5573,0,0,9898.31,0.000118
1.154,-161.785,-41.5573,0,0,9898.31,0.000118
1.155,-161.785,-41.5573,0,0,9898.31,0.000118
1.156,-161.785,-41.5573,0,0,9898.31,0.000118
1.157,-161.785,-41.5573,0,0,9898.31,0.000118
1.158,-161.785,-41.5573,0,0,9898.31,0.000118
1.159,-161.785,-41.5573,0,0,9898.31,0.000118
1.16,-161.785,-41.5573,0,0,9898.31,0.000118
1.161,-161.785,-41.5573,0,0,9898.31,0.000118
1.162,-161.785,-41.5573,0,0,9898.31,0.000118
1.163,-161.785,-41.5573,0,0,9898.31,0.000118
1.164,-161.785,-41.5573,0,0,9898.31,0.000118
1.165,-161.785,-41.5573,0,0,9898.31,0.000118
1.166,-161.785,-41.5573,0,0,9898.31,0.000118
1.167,-161.785,-41.5573,0,0,9898.31,0.000118
1.168,-161.785,-41.5573,0,0,9898.31,0.000118
1.169,-161.785,-41.5573,0,0,9898.31,0.000118
1.17,-161.785,-41.5573,0,0,9898.31,0.000118
1.171,-161.785,-41.5573,0,0,9898.31,0.000118
1.172,-161.785,-41.5573,0,0,9898.31,0.000118
1.173,-161.785,-41.5573,0,0,9898.31,0.000118
1.174,-161.785,-41.5573,0,0,9898.31,0.000118
1.175,-161.785,-41.5573,0,0,9898.31,0.000118
1.176,-161.785,-41.5573,0,0,9898.31,0.000118
1.177,-161.785,-41.5573,0,0,9898.31,0.000118
1.178,-161.785,-41.5573,0,0,9898.31,0.000118
1.179,-161.785,-41.5573,0,0,9898.31,0.000118
1.18,-161.785,-41.5573,0,0,9898.31,0.000118
1.181,-161.785,-41.5573,0,0,9898.31,0.000118
1.182,-161.785,-41.5573,0,0,9898.31,0.000118
1.183,-161.785,-41.5573,0,0,9898.31,0.000118
1.184,-161.785,-41.5573,0,0,9898.31,0.000118
1.185,-161.785,-41.5573,0,0,9898.31,0.000118
1.186,-161.785,-41.5573,0,0,9898.31,0.000118
1.187,-161.785,-41.5573,0,0,9898.31,0.000118
1.188,-161.785,-41.5573,0,0,9898.31,0.000118
1.189,-161.785,-41.5573,0,0,9898.31,0.000118
1.19,-161.785,-41.5573,0,0,9898.31,0.000118
1.191,-161.785,-41.5573,0,0,9898.31,0.000118
1.192,-161.785,-41.5573,0,0,9898.31,0.000118
1.193,-161.785,-41.5573,0,0,9898.31,0.000118
1.194,-161.785,-41.5573,0,0,9898.31,0.000118
1.195,-161.785,-41.5573,0,0,9898.31,0.000118
1.196,-161.785,-41.5573,0,0,9898.31,0.000118
1.197,-161.785,-41.5573,0,0,9898.31,0.000118
1.198,-161.785,-41.5573,0,0,9898.31,0.000118
1.199,-161.785,-41.5573,0,0,9898.31,0.000118
1.2,-161.975,-41.747,0,0,9898.31,0.000118
1.201,-161.975,-41.747,0,0,9898.31,0.000118
1.202,-161.975,-41.747,0,0,9898.31,0.000118
1.203,-161.975,-41.747,0,0,9898.31,0.000118
1.204,-161.975,-41.747,0,0,9898.31,0.000118
1.205,-161.975,-41.747,0,0,9898.31,0.000118
1.206,-161.975,-41.747,0,0,9898.31,0.000118
1.207,-161.975,-41.747,0,0,9898.31,0.000118
1.208,-161.975,-41.747,0,0,9898.31,0.000118
1.209,-161.975,-41.747,0,0,9898.31,0.000118
1.21,-161.975,-41.747,0,0,9898.31,0.000118
1.211,-161.975,-41.747,0,0,9898.31,0.000118
1.212,-161.975,-41.747,0,0,9898.31,0.000118
1.213,-161.975,-41.747,0,0,9898.31,0.000118
1.214,-161.975,-41.747,0,0,9898.31,0.000118
1.215,-161.975,-41.747,0,0,9898.31,0.000118
1.216,-161.975,-41.747,0,0,9898.31,0.000118
1.217,-161.975,-41.747,0,0,9898.31,0.000118
1.218,-161.975,-41.747,0,0,9898.31,0.000118
1.219,-161.975,-41.747,0,0,9898.31,0.000118
1.22,-161.975,-41.747,0,0,9898.31,0.000118
1.221,-161.975,-41.747,0,0,9898.31,0.000118
1.222,-161.975,-41.747,0,0,9898.31,0.000118
1.223,-161.975,-41.747,0,0,9898.31,0.000118
1.224,-161.975,-41.747,0,0,9898.31,0.000118
1.225,-161.975,-41.747,0,0,9898.31,0.000118
1.226,-161.975,-41.747,0,0,9898.31,0.000118
1.227,-161.975,-41.747,0,0,9898.31,0.000118
1.228,-161.975,-41.747,0,0,9898.31,0.000118
1.229,-161.975,-41.747,0,0,9898.31,0.000118
1.23,-161.975,-41.747,0,0,9898.31,0.000118
1.231,-161.975,-41.747,0,0,9898.31,0.000118
1.232,-161.975,-41.747,0,0,9898.31,0.000118
1.233,-161.975,-41.747,0,0,9898.31,0.000118
1.234,-161.975,-41.747,0,0,9898.31,0.000118
1.235,-161.975,-41.747,0,0,9898.31,0.000118
1.236,-161.975,-41.747,0,0,9898.31,0.000118
1.237,-161.975,-41.747,0,0,9898.31,0.000118
1.238,-161.975,-41.747,0,0,9898.31,0.000118
1.239,-161.975,-41.747,0,0,9898.31,0.000118
1.24,-161.975,-41.747,0,0,9898.31,0.000118
1.241,-161.975,-41.747,0,0,9898.31,0.000118
1.242,-161.975,-41.747,0,0,9898.31,0.000118
1.243,-161.975,-41.747,0,0,9898.31,0.000118
1.244,-161.975,-41.747,0,0,9898.31,0.000118
1.245,-161.975,-41.747,0,0,9898.31,0.000118
1.246,-161.975,-41.747,0,0,9898.31,0.000118
1.247,-161.975,-41.747,0,0,9898.31,0.000118
1.248,-161.975,-41.747,0,0,9898.31,0.000118
1.249,-161.975,-41.747,0,0,9898.31,0.000118
1.25,-161.975,-41.747,0,0,9898.31,0.000118
1.251,-161.975,-41.747,0,0,9898.31,0.000118
1.252,-161.975,-41.747,0,0,9898.31,0.000118
1.253,-161.975,-41.747,0,0,9898.31,0.000118
1.254,-161.975,-41.747,0,0,9898.31,0.000118
1.255,-161.975,-41.747,0,0,9898.31,0.000118
1.256,-161.975,-41.747,0,0,9898.31,0.000118
1.257,-161.975,-41.747,0,0,9898.31,0.000118
1.258,-161.975,-41.747,0,0,9898.31,0.000118
1.259,-161.975,-41.747,0,0,9898.31,0.000118
1.26,-161.975,-41.747,0,0,9898.31,0.000118
1.261,-161.975,-41.747,0,0,9898.31,0.000118
1.262,-161.975,-41.747,0,0,9898.31,0.000118
1.263,-161.975,-41.747,0,0,9898.31,0.000118
1.264,-161.975,-41.747,0,0,9898.31,0.000118
1.265,-161.975,-41.747,0,0,9898.31,0.000118
1.266,-161.975,-41.747,0,0,9898.31,0.000118
1.267,-161.975,-41.747,0,0,9898.31,0.000118
1.268,-161.975,-41.747,0,0,9898.31,0.000118
1.269,-161.975,-41.747,0,0,9898.31,0.000118
1.27,-161.975,-41.747,0,0,9898.31,0.000118
1.271,-161.975,-41.747,0,0,9898.31,0.000118
1.272,-161.975,-41.747,0,0,9898.31,0.000118
1.273,-161.975,-41.747,0,0,9898.31,0.000118
1.274,-161.975,-41.747,0,0,9898.31,0.000118
1.275,-161.975,-41.747,0,0,9898.31,0.000118
1.276,-161.975,-41.747,0,0,9898.31,0.000118
1.277,-161.975,-41.747,0,0,9898.31,0.000118
1.278,-161.975,-41.747,0,0,9898.31,0.000118
1.279,-161.975,-41.747,0,0,9898.31,0.000118
1.28,-161.975,-41.747,0,0,9898.31,0.000118
1.281,-161.975,-41.747,0,0,9898.31,0.000118
1.282,-161.975,-41.747,0,0,9898.31,0.000118
1.283,-161.975,-41.747,0,0,9898.31,0.000118
1.284,-161.975,-41.747,0,0,9898.31,0.000118
1.285,-161.975,-41.747,0,0,9898.31,0.000118
1.286,-161.975,-41.747,0,0,9898.31,0.000118
1.287,-161.975,-41.747,0,0,9898.31,0.000118
1.288,-161.975,-41.747,0,0,9898.31,0.000118
1.289,-161.975,-41.747,0,0,9898.31,0.000118
1.29,-161.975,-41.747,0,0,9898.31,0.000118
1.291,-161.975,-41.747,0,0,9898.31,0.000118
1.292,-161.975,-41.747,0,0,9898.31,0.000118
1.293,-161.975,-41.747,0,0,9898.31,0.000118
1.294,-161.975,-41.747,0,0,9898.31,0.000118
1.295,-161.975,-41.747,0,0,9898.31,0.000118
1.296,-161.975,-41.747,0,0,9898.31,0.000118
1.297,-161.975,-41.747,0,0,9898.31,0.000118
1.298,-161.975,-41.747,0,0,9898.31,0.000118
1.299,-161.975,-41.747,0,0,9898.31,0.000118
1.3,-161.975,-41.747,0,0,9898.31,0.000118
1.301,-161.975,-41.747,0,0,9898.31,0.000118
1.302,-161.975,-41.747,0,0,9898.31,0.000118
1.303,-161.975,-41.747,0,0,9898.31,0.000118
1.304,-161.975,-41.747,0,0,9898.31,0.000118
1.305,-161.975,-41.747,0,0,9898.31,0.000118
1.306,-161.975,-41.747,0,0,9898.31,0.000118
1.307,-161.975,-41.747,0,0,9898.31,0.000118
1.308,-161.975,-41.747,0,0,9898.31,0.000118
1.309,-161.975,-41.747,0,0,9898.31,0.000118
1.31,-161.975,-41.747,0,0,9898.31,0.000118
1.311,-161.975,-41.747,0,0,9898.31,0.000118
1.312,-161.975,-41.747,0,0,9898.31,0.000118
1.313,-161.975,-41.747,0,0,9898.31,0.000118
1.314,-161.975,-41.747,0,0,9898.31,0.000118
1.315,-161.975,-41.747,0,0,9898.31,0.000118
1.316,-161.975,-41.747,0,0,9898.31,0.000118
1.317,-161.975,-41.747,0,0,9898.31,0.000118
1.318,-161.975,-41.747,0,0,9898.31,0.000118
1.319,-161.975,-41.747,0,0,9898.31,0.000118
1.32,-161.975,-41.747,0,0,9898.31,0.000118
1.321,-161.975,-41.747,0,0,9898.31,0.000118
1.322,-161.975,-41.747,0,0,9898.31,0.000118
1.323,-161.975,-41.747,0,0,9898.31,0.000118
1.324,-161.975,-41.747,0,0,9898.31,0.000118
1.325,-161.975,-41.747,0,0,9898.31,0.000118
1.326,-161.975,-41.747,0,0,9898.31,0.000118
1.327,-161.975,-41.747,0,0,9898.31,0.000118
1.328,-161.975,-41.747,0,0,9898.31,0.000118
1.329,-161.975,-41.747,0,0,9898.31,0.000118
1.33,-161.975,-41.747,0,0,9898.31,0.000118
1.331,-161.975,-41.747,0,0,9898.31,0.000118
1.332,-161.975,-41.747,0,0,9898.31,0.000118
1.333,-161.975,-41.747,0,0,9898.31,0.000118
1.334,-161.975,-41.747,0,0,9898.31,0.000118
1.335,-161.975,-41.747,0,0,9898.31,0.000118
1.336,-161.975,-41.747,0,0,9898.31,0.000118
1.337,-161.975,-41.747,0,0,9898.31,0.000118
1.338,-161.975,-41.747,0,0,9898.31,0.000118
1.339,-161.975,-41.747,0,0,9898.31,0.000118
1.34,-161.975,-41.747,0,0,9898.31,0.000118
1.341,-161.975,-41.747,0,0,9898.31,0.000118
1.342,-161.975,-41.747,0,0,9898.31,0.000118
1.343,-161.975,-41.747,0,0,9898.31,0.000118
1.344,-161.975,-41.747,0,0,9898.31,0.000118
1.345,-161.975,-41.747,0,0,9898.31,0.000118
1.346,-161.975,-41.747,0,0,9898.31,0.000118
1.347,-161.975,-41.747,0,0,9898.31,0.000118
1.348,-161.975,-41.747,0,0,9898.31,0.000118
1.349,-161.975,-41.747,0,0,9898.31,0.000118
1.35,-161.975,-41.747,0,0,9898.31,0.000118
1.351,-161.975,-41.747,0,0,9898.31,0.000118
1.352,-161.975,-41.747,0,0,9898.31,0.000118
1.353,-161.975,-41.747,0,0,9898.31,0.000118
1.354,-161.975,-41.747,0,0,9898.31,0.000118
1.355,-161.975,-41.747,0,0,9898.31,0.000118
1.356,-161.975,-41.747,0,0,9898.31,0.000118
1.357,-161.975,-41.747,0,0,9898.31,0.000118
1.358,-161.975,-41.747,0,0,9898.31,0.000118
1.359,-161.975,-41.747,0,0,9898.31,0.000118
1.36,-161.975,-41.747,0,0,9898.31,0.000118
1.361,-161.975,-41.747,0,0,9898.31,0.000118
1.362,-161.975,-41.747,0,0,9898.31,0.000118
1.363,-161.975,-41.747,0,0,9898.31,0.000118
1.364,-161.975,-41.747,0,0,9898.31,0.000118
1.365,-161.975,-41.747,0,0,9898.31,0.000118
1.366,-161.975,-41.747,0,0,9898.31,0.000118
1.367,-161.975,-41.747,0,0,9898.31,0.000118
1.368,-161.975,-41.747,0,0,9898.31,0.000118
1.369,-161.975,-41.747,0,0,9898.31,0.000118
1.37,-161.975,-41.747,0,0,9898.31,0.000118
1.371,-161.975,-41.747,0,0,9898.31,0.000118
1.372,-161.975,-41.747,0,0,9898.31,0.000118
1.373,-161.975,-41.747,0,0,9898.31,0.000118
1.374,-161.975,-41.747,0,0,9898.31,0.000118
1.375,-161.975,-41.747,0,0,9898.31,0.000118
1.376,-161.975,-41.747,0,0,9898.31,0.000118
1.377,-161.975,-41.747,0,0,9898.31,0.000118
1.378,-161.975,-41.747,0,0,9898.31,0.000118
1.379,-161.975,-41.747,0,0,9898.31,0.000118
1.38,-161.975,-41.747,0,0,9898.31,0.000118
1.381,-161.975,-41.747,0,0,9898.31,0.000118
1.382,-161.975,-41.747,0,0,9898.31,0.000118
1.383,-161.975,-41.747,0,0,9898.31,0.000118
1.384,-161.975,-41.747,0,0,9898.31,0.000118
1.385,-161.975,-41.747,0,0,9898.31,0.000118
1.386,-161.975,-41.747,0,0,9898.31,0.000118
1.387,-161.975,-41.747,0,0,9898.31,0.000118
1.388,-161.975,-41.747,0,0,9898.31,0.000118
1.389,-161.975,-41.747,0,0,9898.31,0.000118
1.39,-161.975,-41.747,0,0,9898.31,0.000118
1.391,-161.975,-41.747,0,0,9898.31,0.000118
1.392,-161.975,-41.747,0,0,9898.31,0.000118
1.393,-161.975,-41.747,0,0,9898.31,0.000118
1.394,-161.975,-41.747,0,0,9898.31,0.000118
1.395,-161.975,-41.747,0,0,9898.31,0.000118
1.396,-161.975,-41.747,0,0,9898.31,0.000118
1.397,-161.975,-41.747,0,0,9898.31,0.000118
1.398,-161.975,-41.747,0,0,9898.31,0.000118
1.399,-161.975,-41.747,0,0,9898.31,0.000118
1.4,-162.171,-41.9424,0,0,9898.31,0.000118
1.401,-162.171,-41.9424,0,0,9898.31,0.000118
1.402,-162.171,-41.9424,0,0,9898.31,0.000118
1.403,-162.171,-41.9424,0,0,9898.31,0.000118
1.404,-162.171,-41.9424,0,0,9898.31,0.000118
1.405,-162.171,-41.9424,0,0,9898.31,0.000118
1.406,-162.171,-41.9424,0,0,9898.31,0.000118
1.407,-162.171,-41.9424,0,0,9898.31,0.000118
1.408,-162.171,-41.9424,0,0,9898.31,0.000118
1.409,-162.171,-41.9424,0,0,9898.31,0.000118
1.41,-162.171,-41.9424,0,0,9898.31,0.000118
1.411,-162.171,-41.9424,0,0,9898.31,0.000118
1.412,-162.171,-41.9424,0,0,9898.31,0.000118
1.413,-162.171,-41.9424,0,0,9898.31,0.000118
1.414,-162.171,-41.9424,0,0,9898.31,0.000118
1.415,-162.171,-41.9424,0,0,9898.31,0.000118
1.416,-162.171,-41.9424,0,0,9898.31,0.000118
1.417,-162.171,-41.9424,0,0,9898.31,0.000118
1.418,-162.171,-41.9424,0,0,9898.31,0.000118
1.419,-162.171,-41.9424,0,0,9898.31,0.000118
1.42,-162.171,-41.9424,0,0,9898.31,0.000118
1.421,-162.171,-41.9424,0,0,9898.31,0.000118
1.422,-162.171,-41.9424,0,0,9898.31,0.000118
1.423,-162.171,-41.9424,0,0,9898.31,0.000118
1.424,-162.171,-41.9424,0,0,9898.31,0.000118
1.425,-162.171,-41.9424,0,0,9898.31,0.000118
1.426,-162.171,-41.9424,0,0,9898.31,0.000118
1.427,-162.171,-41.9424,0,0,9898.31,0.000118
1.428,-162.171,-41.9424,0,0,9898.31,0.000118
1.429,-162.171,-41.9424,0,0,9898.31,0.000118
1.43,-162.171,-41.9424,0,0,9898.31,0.000118
1.431,-162.171,-41.9424,0,0,9898.31,0.000118
1.432,-162.171,-41.9424,0,0,9898.31,0.000118
1.433,-162.171,-41.9424,0,0,9898.31,0.000118
1.434,-162.171,-41.9424,0,0,9898.31,0.000118
1.435,-162.171,-41.9424,0,0,9898.31,0.000118
1.436,-162.171,-41.9424,0,0,9898.31,0.000118
1.437,-162.171,-41.9424,0,0,9898.31,0.000118
1.438,-162.171,-41.9424,0,0,9898.31,0.000118
1.439,-162.171,-41.9424,0,0,9898.31,0.000118
1.44,-162.171,-41.9424,0,0,9898.31,0.000118
1.441,-162.171,-41.9424,0,0,9898.31,0.000118
1.442,-162.171,-41.9424,0,0,9898.31,0.000118
1.443,-162.171,-41.9424,0,0,9898.31,0.000118
1.444,-162.171,-41.9424,0,0,9898.31,0.000118
1.445,-162.171,-41.9424,0,0,9898.31,0.000118
1.446,-162.171,-41.9424,0,0,9898.31,0.000118
1.447,-162.171,-41.9424,0,0,9898.31,0.000118
1.448,-162.171,-41.9424,0,0,9898.31,0.000118
1.449,-162.171,-41.9424,0,0,9898.31,0.000118
1.45,-162.171,-41.9424,0,0,9898.31,0.000118
1.451,-162.171,-41.9424,0,0,9898.31,0.000118
1.452,-162.171,-41.9424,0,0,9898.31,0.000118
1.453,-162.171,-41.9424,0,0,9898.31,0.000118
1.454,-162.171,-41.9424,0,0,9898.31,0.000118
1.455,-162.171,-41.9424,0,0,9898.31,0.000118
1.456,-162.171,-41.9424,0,0,9898.31,0.000118
1.457,-162.171,-41.9424,0,0,9898.31,0.000118
1.458,-162.171,-41.9424,0,0,9898.31,0.000118
1.459,-162.171,-41.9424,0,0,9898.31,0.000118
1.46,-162.171,-41.9424,0,0,9898.31,0.000118
1.461,-162.171,-41.9424,0,0,9898.31,0.000118
1.462,-162.171,-41.9424,0,0,9898.31,0.000118
1.463,-162.171,-41.9424,0,0,9898.31,0.000118
1.464,-162.171,-41.9424,0,0,9898.31,0.000118
1.465,-162.171,-41.9424,0,0,9898.31,0.000118
1.466,-162.171,-41.9424,0,0,9898.31,0.000118
1.467,-162.171,-41.9424,0,0,9898.31,0.000118
1.468,-162.171,-41.9424,0,0,9898.31,0.000118
1.469,-162.171,-41.9424,0,0,9898.31,0.000118
1.47,-162.171,-41.9424,0,0,9898.31,0.000118
1.471,-162.171,-41.9424,0,0,9898.31,0.000118
1.472,-162.171,-41.9424,0,0,9898.31,0.000118
1.473,-162.171,-41.9424,0,0,9898.31,0.000118
1.474,-162.171,-41.9424,0,0,9898.31,0.000118
1.475,-162.171,-41.9424,0,0,9898.31,0.000118
1.476,-162.171,-41.9424,0,0,9898.31,0.000118
1.477,-162.171,-41.9424,0,0,9898.31,0.000118
1.478,-162.171,-41.9424,0,0,9898.31,0.000118
1.479,-162.171,-41.9424,0,0,9898.31,0.000118
1.48,-162.171,-41.9424,0,0,9898.31,0.000118
1.481,-162.171,-41.9424,0,0,9898.31,0.000118
1.482,-162.171,-41.9424,0,0,9898.31,0.000118
1.483,-162.171,-41.9424,0,0,9898.31,0.000118
1.484,-162.171,-41.9424,0,0,9898.31,0.000118
1.485,-162.171,-41.9424,0,0,9898.31,0.000118
1.486,-162.171,-41.9424,0,0,9898.31,0.000118
1.487,-162.171,-41.9424,0,0,9898.31,0.000118
1.488,-162.171,-41.9424,0,0,9898.31,0.000118
1.489,-162.171,-41.9424,0,0,9898.31,0.000118
1.49,-162.171,-41.9424,0,0,9898.31,0.000118
1.491,-162.171,-41.9424,0,0,9898.31,0.000118
1.492,-162.171,-41.9424,0,0,9898.31,0.000118
1.493,-162.171,-41.9424,0,0,9898.31,0.000118
1.494,-162.171,-41.9424,0,0,9898.31,0.000118
1.495,-162.171,-41.9424,0,0,9898.31,0.000118
1.496,-162.171,-41.9424,0,0,9898.31,0.000118
1.497,-162.171,-41.9424,0,0,9898.31,0.000118
1.498,-162.171,-41.9424,0,0,9898.31,0.000118
1.499,-162.171,-41.9424,0,0,9898.31,0.000118
1.5,-162.171,-41.9424,0,0,9898.31,0.000118
1.501,-162.171,-41.9424,0,0,9898.31,0.000118
1.502,-162.171,-41.9424,0,0,9898.31,0.000118
1.503,-162.171,-41.9424,0,0,9898.31,0.000118
1.504,-162.171,-41.9424,0,0,9898.31,0.000118
1.505,-162.171,-41.9424,0,0,9898.31,0.000118
1.506,-162.171,-41.9424,0,0,9898.31,0.000118
1.507,-162.171,-41.9424,0,0,9898.31,0.000118
1.508,-162.171,-41.9424,0,0,9898.31,0.000118
1.509,-162.171,-41.9424,0,0,9898.31,0.000118
1.51,-162.171,-41.9424,0,0,9898.31,0.000118
1.511,-162.171,-41.9424,0,0,9898.31,0.000118
1.512,-162.171,-41.9424,0,0,9898.31,0.000118
1.513,-162.171,-41.9424,0,0,9898.31,0.000118
1.514,-162.171,-41.9424,0,0,9898.31,0.000118
1.515,-162.171,-41.9424,0,0,9898.31,0.000118
1.516,-162.171,-41.9424,0,0,9898.31,0.000118
1.517,-162.171,-41.9424,0,0,9898.31,0.000118
1.518,-162.171,-41.9424,0,0,9898.31,0.000118
1.519,-162.171,-41.9424,0,0,9898.31,0.000118
1.52,-162.171,-41.9424,0,0,9898.31,0.000118
1.521,-162.171,-41.9424,0,0,9898.31,0.000118
1.522,-162.171,-41.9424,0,0,9898.31,0.000118
1.523,-162.171,-41.9424,0,0,9898.31,0.000118
1.524,-162.171,-41.9424,0,0,9898.31,0.000118
1.525,-162.171,-41.9424,0,0,9898.31,0.000118
1.526,-162.171,-41.9424,0,0,9898.31,0.000118
1.527,-162.171,-41.9424,0,0,9898.31,0.000118
1.528,-162.171,-41.9424,0,0,9898.31,0.000118
1.529,-162.171,-41.9424,0,0,9898.31,0.000118
1.53,-162.171,-41.9424,0,0,9898.31,0.000118
1.531,-162.171,-41.9424,0,0,9898.31,0.000118
1.532,-162.171,-41.9424,0,0,9898.31,0.000118
1.533,-162.171,-41.9424,0,0,9898.31,0.000118
1.534,-162.171,-41.9424,0,0,9898.31,0.000118
1.535,-162.171,-41.9424,0,0,9898.31,0.000118
1.536,-162.171,-41.9424,0,0,9898.31,0.000118
1.537,-162.171,-41.9424,0,0,9898.31,0.000118
1.538,-162.171,-41.9424,0,0,9898.31,0.000118
1.539,-162.171,-41.9424,0,0,9898.31,0.000118
1.54,-162.171,-41.9424,0,0,9898.31,0.000118
1.541,-162.171,-41.9424,0,0,9898.31,0.000118
1.542,-162.171,-41.9424,0,0,9898.31,0.000118
1.543,-162.171,-41.9424,0,0,9898.31,0.000118
1.544,-162.171,-41.9424,0,0,9898.31,0.000118
1.545,-162.171,-41.9424,0,0,9898.31,0.000118
1.546,-162.171,-41.9424,0,0,9898.31,0.000118
1.547,-162.171,-41.9424,0,0,9898.31,0.000118
1.548,-162.171,-41.9424,0,0,9898.31,0.000118
1.549,-162.171,-41.9424,0,0,9898.31,0.000118
1.55,-162.171,-41.9424,0,0,9898.31,0.000118
1.551,-162.171,-41.9424,0,0,9898.31,0.000118
1.552,-162.171,-41.9424,0,0,9898.31,0.000118
1.553,-162.171,-41.9424,0,0,9898.31,0.000118
1.554,-162.171,-41.9424,0,0,9898.31,0.000118
1.555,-162.171,-41.9424,0,0,9898.31,0.000118
1.556,-162.171,-41.9424,0,0,9898.31,0.000118
1.557,-162.171,-41.9424,0,0,9898.31,0.000118
1.558,-162.171,-41.9424,0,0,9898.31,0.000118
1.559,-162.171,-41.9424,0,0,9898.31,0.000118
1.56,-162.171,-41.9424,0,0,9898.31,0.000118
1.561,-162.171,-41.9424,0,0,9898.31,0.000118
1.562,-162.171,-41.9424,0,0,9898.31,0.000118
1.563,-162.171,-41.9424,0,0,9898.31,0.000118
1.564,-162.171,-41.9424,0,0,9898.31,0.000118
1.565,-162.171,-41.9424,0,0,9898.31,0.000118
1.566,-162.171,-41.9424,0,0,9898.31,0.000118
1.567,-162.171,-41.9424,0,0,9898.31,0.000118
1.568,-162.171,-41.9424,0,0,9898.31,0.000118
1.569,-162.171,-41.9424,0,0,9898.31,0.000118
1.57,-162.171,-41.9424,0,0,9898.31,0.000118
1.571,-162.171,-41.9424,0,0,9898.31,0.000118
1.572,-162.171,-41.9424,0,0,9898.31,0.000118
1.573,-162.171,-41.9424,0,0,9898.31,0.000118
1.574,-162.171,-41.9424,0,0,9898.31,0.000118
1.575,-162.171,-41.9424,0,0,9898.31,0.000118
1.576,-162.171,-41.9424,0,0,9898.31,0.000118
1.577,-162.171,-41.9424,0,0,9898.31,0.000118
1.578,-162.171,-41.9424,0,0,9898.31,0.000118
1.579,-162.171,-41.9424,0,0,9898.31,0.000118
1.58,-162.171,-41.9424,0,0,9898.31,0.000118
1.581,-162.171,-41.9424,0,0,9898.31,0.000118
1.582,-162.171,-41.9424,0,0,9898.31,0.000118
1.583,-162.171,-41.9424,0,0,9898.31,0.000118
1.584,-162.171,-41.9424,0,0,9898.31,0.000118
1.585,-162.171,-41.9424,0,0,9898.31,0.000118
1.586,-162.171,-41.9424,0,0,9898.31,0.000118
1.587,-162.171,-41.9424,0,0,9898.31,0.000118
1.588,-162.171,-41.9424,0,0,9898.31,0.000118
1.589,-162.171,-41.9424,0,0,9898.31,0.000118
1.59,-162.171,-41.9424,0,0,9898.31,0.000118
1.591,-162.171,-41.9424,0,0,9898.31,0.000118
1.592,-162.171,-41.9424,0,0,9898.31,0.000118
1.593,-162.171,-41.9424,0,0,9898.31,0.000118
1.594,-162.171,-41.9424,0,0,9898.31,0.000118
1.595,-162.171,-41.9424,0,0,9898.31,0.000118
1.596,-162.171,-41.9424,0,0,9898.31,0.000118
1.597,-162.171,-41.9424,0,0,9898.31,0.000118
1.598,-162.171,-41.9424,0,0,9898.31,0.000118
1.599,-162.171,-41.9424,0,0,9898.31,0.000118
1.6,-162.371,-42.143,0,0,9898.31,0.000118
1.601,-162.371,-42.143,0,0,9898.31,0.000118
1.602,-162.371,-42.143,0,0,9898.31,0.000118
1.603,-162.371,-42.143,0,0,9898.31,0.000118
1.604,-162.371,-42.143,0,0,9898.31,0.000118
1.605,-162.371,-42.143,0,0,9898.31,0.000118
